Text,Label,Unigrams,Bigrams,Trigrams,Agreement_Count,Disagreement_Count,Modal_Verbs,Negations
Powell’s method is suitable,own_claim,powell method suitable,powell method method suitable,powell method suitable,0,0,,
"we are treating the skinning operations as a “black box”, their gradient is not available",data,treating skinning operations black box gradient available,treating skinning skinning operations operations black black box box gradient gradient available,treating skinning operations skinning operations black operations black box black box gradient box gradient available,0,1,,not
"after repeated cycles of M line minimizations on conjugate directions, the optimization will in due course converge to the minimum",background_claim,repeated cycles m line minimizations conjugate directions optimization course converge minimum,repeated cycles cycles m m line line minimizations minimizations conjugate conjugate directions directions optimization optimization course course converge converge minimum,repeated cycles m cycles m line m line minimizations line minimizations conjugate minimizations conjugate directions conjugate directions optimization directions optimization course optimization course converge course converge minimum,0,0,will,
[ 12 ],data,12,,,0,0,,
"If the SSD transformation in equation 1 is singular, some types of inverse PSD deformation will not be possible",own_claim,ssd transformation equation 1 singular types inverse psd deformation possible,ssd transformation transformation equation equation 1 1 singular singular types types inverse inverse psd psd deformation deformation possible,ssd transformation equation transformation equation 1 equation 1 singular 1 singular types singular types inverse types inverse psd inverse psd deformation psd deformation possible,0,1,will,not
any component of the desired deformation that lies in the null space of the SSD matrix will be ignored,data,component desired deformation lies null space ssd matrix ignored,component desired desired deformation deformation lies lies null null space space ssd ssd matrix matrix ignored,component desired deformation desired deformation lies deformation lies null lies null space null space ssd space ssd matrix ssd matrix ignored,0,0,will,
singular cases are rare,own_claim,singular cases rare,singular cases cases rare,singular cases rare,0,0,,
it is possible to handle these cases with a small rearrangement of the inverse PSD approach,own_claim,possible handle cases small rearrangement inverse psd approach,possible handle handle cases cases small small rearrangement rearrangement inverse inverse psd psd approach,possible handle cases handle cases small cases small rearrangement small rearrangement inverse rearrangement inverse psd inverse psd approach,0,0,,
"one example is a joint with 180 o rotation and equal 2 1 , 2 1 weights on the two joint frames, which is an unrealistic case of selfintersection",data,example joint 180 o rotation equal 2 1 2 1 weights joint frames unrealistic case selfintersection,example joint joint 180 180 o o rotation rotation equal equal 2 2 1 1 2 2 1 1 weights weights joint joint frames frames unrealistic unrealistic case case selfintersection,example joint 180 joint 180 o 180 o rotation o rotation equal rotation equal 2 equal 2 1 2 1 2 1 2 1 2 1 weights 1 weights joint weights joint frames joint frames unrealistic frames unrealistic case unrealistic case selfintersection,0,0,,
it will be generally be zero,own_claim,generally zero,generally zero,,0,0,will,
w i is being minimized,data,w minimized,w minimized,,0,0,,
will be non-zero only if it is not possible to obtain the desired deformation v i using SKINNING i (v r + d i ),own_claim,non zero possible obtain desired deformation v skinning v r + d,non zero zero possible possible obtain obtain desired desired deformation deformation v v skinning skinning v v r r + + d,non zero possible zero possible obtain possible obtain desired obtain desired deformation desired deformation v deformation v skinning v skinning v skinning v r v r + r + d,0,1,will,not
Inverse skinning integrates SSD and shape interpolation more firmly than its forward rival.,own_claim,inverse skinning integrates ssd shape interpolation firmly forward rival,inverse skinning skinning integrates integrates ssd ssd shape shape interpolation interpolation firmly firmly forward forward rival,inverse skinning integrates skinning integrates ssd integrates ssd shape ssd shape interpolation shape interpolation firmly interpolation firmly forward firmly forward rival,0,0,,
the inverse approach presents better performance and more consistent interpolation,own_claim,inverse approach presents better performance consistent interpolation,inverse approach approach presents presents better better performance performance consistent consistent interpolation,inverse approach presents approach presents better presents better performance better performance consistent performance consistent interpolation,0,0,,
Figure 7 to Figure 10,data,figure 7 figure 10,figure 7 7 figure figure 10,figure 7 figure 7 figure 10,0,0,,
"the direction of deformed vertex in inverse skinning is linearly proportional to joint rotations in a simplified example, while the forward PSD does not incorporate the direction information",own_claim,direction deformed vertex inverse skinning linearly proportional joint rotations simplified example forward psd incorporate direction information,direction deformed deformed vertex vertex inverse inverse skinning skinning linearly linearly proportional proportional joint joint rotations rotations simplified simplified example example forward forward psd psd incorporate incorporate direction direction information,direction deformed vertex deformed vertex inverse vertex inverse skinning inverse skinning linearly skinning linearly proportional linearly proportional joint proportional joint rotations joint rotations simplified rotations simplified example simplified example forward example forward psd forward psd incorporate psd incorporate direction incorporate direction information,0,1,,not
the minimizing process will introduce more cost,own_claim,minimizing process introduce cost,minimizing process process introduce introduce cost,minimizing process introduce process introduce cost,0,0,will,
The cost of the inverse operation is not critical,own_claim,cost inverse operation critical,cost inverse inverse operation operation critical,cost inverse operation inverse operation critical,0,1,,not
it is a one time “setup” cost,own_claim,time setup cost,time setup setup cost,time setup cost,0,0,,
the compute time is insignificant compared to the human time required to sculpt the desired deformations,own_claim,compute time insignificant compared human time required sculpt desired deformations,compute time time insignificant insignificant compared compared human human time time required required sculpt sculpt desired desired deformations,compute time insignificant time insignificant compared insignificant compared human compared human time human time required time required sculpt required sculpt desired sculpt desired deformations,0,0,,
a frame goes wrong,data,frame goes wrong,frame goes goes wrong,frame goes wrong,0,0,,
physical principles,data,physical principles,physical principles,,0,0,,
the model is very detailed,data,model detailed,model detailed,,0,0,,
playback of animation becomes quite heavy and time consuming,data,playback animation heavy time consuming,playback animation animation heavy heavy time time consuming,playback animation heavy animation heavy time heavy time consuming,0,0,,
For those applications that require visual fidelity,background_claim,applications require visual fidelity,applications require require visual visual fidelity,applications require visual require visual fidelity,0,0,,
SSD serves only as a basic framework,background_claim,ssd serves basic framework,ssd serves serves basic basic framework,ssd serves basic serves basic framework,0,0,,
PSD smoothly interpolates these meshes in pose space and produces visually attractive animations,background_claim,psd smoothly interpolates meshes pose space produces visually attractive animations,psd smoothly smoothly interpolates interpolates meshes meshes pose pose space space produces produces visually visually attractive attractive animations,psd smoothly interpolates smoothly interpolates meshes interpolates meshes pose meshes pose space pose space produces space produces visually produces visually attractive visually attractive animations,0,0,,
"Besides SSD, other skinning approaches",background_claim,ssd skinning approaches,ssd skinning skinning approaches,ssd skinning approaches,0,0,,
can also be applied,background_claim,applied,,,0,0,can,
rigid skinning,data,rigid skinning,rigid skinning,,0,0,,
Free Form Deformation,data,free form deformation,free form form deformation,free form deformation,0,0,,
physical modelling and animation is another field providing realistic character simulations,background_claim,physical modelling animation field providing realistic character simulations,physical modelling modelling animation animation field field providing providing realistic realistic character character simulations,physical modelling animation modelling animation field animation field providing field providing realistic providing realistic character realistic character simulations,0,0,,
Simpler parametric skinning approaches (of which SSD is the prototype) have a fixed number of parameters,background_claim,simpler parametric skinning approaches ssd prototype fixed number parameters,simpler parametric parametric skinning skinning approaches approaches ssd ssd prototype prototype fixed fixed number number parameters,simpler parametric skinning parametric skinning approaches skinning approaches ssd approaches ssd prototype ssd prototype fixed prototype fixed number fixed number parameters,0,0,,
the direction of deformed vertices from inverse skinning is a linear function of joint rotation,own_claim,direction deformed vertices inverse skinning linear function joint rotation,direction deformed deformed vertices vertices inverse inverse skinning skinning linear linear function function joint joint rotation,direction deformed vertices deformed vertices inverse vertices inverse skinning inverse skinning linear skinning linear function linear function joint function joint rotation,0,0,,
"in the forward approach, that direction is kept as a constant",own_claim,forward approach direction kept constant,forward approach approach direction direction kept kept constant,forward approach direction approach direction kept direction kept constant,0,0,,
propose a unified framework which can be implemented on high-end commercial packages while allowing any proprietary skinning operators to be incorporated,own_claim,propose unified framework implemented high end commercial packages allowing proprietary skinning operators incorporated,propose unified unified framework framework implemented implemented high high end end commercial commercial packages packages allowing allowing proprietary proprietary skinning skinning operators operators incorporated,propose unified framework unified framework implemented framework implemented high implemented high end high end commercial end commercial packages commercial packages allowing packages allowing proprietary allowing proprietary skinning proprietary skinning operators skinning operators incorporated,0,0,can,
Skeleton Subspace Deformation (SSD) is a basic algorithm that is used to define how the character surface deforms following movements of its underlying skeletons,background_claim,skeleton subspace deformation ssd basic algorithm define character surface deforms following movements underlying skeletons,skeleton subspace subspace deformation deformation ssd ssd basic basic algorithm algorithm define define character character surface surface deforms deforms following following movements movements underlying underlying skeletons,skeleton subspace deformation subspace deformation ssd deformation ssd basic ssd basic algorithm basic algorithm define algorithm define character define character surface character surface deforms surface deforms following deforms following movements following movements underlying movements underlying skeletons,0,0,,
[ 11 ],data,11,,,0,0,,
SSD is adopted to define this relation,data,ssd adopted define relation,ssd adopted adopted define define relation,ssd adopted define adopted define relation,0,0,,
"each vertex or control point of the character surface is provided with a list of joints, that will influence it, along with the weight indicating the amount of influence",background_claim,vertex control point character surface provided list joints influence weight indicating influence,vertex control control point point character character surface surface provided provided list list joints joints influence influence weight weight indicating indicating influence,vertex control point control point character point character surface character surface provided surface provided list provided list joints list joints influence joints influence weight influence weight indicating weight indicating influence,0,0,will,
the position of a vertex in the animated pose is the result of weighted linear blending of its transformation by each associated joint,background_claim,position vertex animated pose result weighted linear blending transformation associated joint,position vertex vertex animated animated pose pose result result weighted weighted linear linear blending blending transformation transformation associated associated joint,position vertex animated vertex animated pose animated pose result pose result weighted result weighted linear weighted linear blending linear blending transformation blending transformation associated transformation associated joint,0,0,,
the character is animated,data,character animated,character animated,,0,0,,
The famous SSD problem of “collapsed elbow”,background_claim,famous ssd problem collapsed elbow,famous ssd ssd problem problem collapsed collapsed elbow,famous ssd problem ssd problem collapsed problem collapsed elbow,0,0,,
sculpted in N example poses,data,sculpted n example poses,sculpted n n example example poses,sculpted n example n example poses,0,0,,
a vertex v,data,vertex v,vertex v,,0,0,,
"there are N delta d i , i = 0, . . . , N − 1 corresponding to each pose x i , i = 0, . . . , N − 1",own_claim,n delta d = 0 n − 1 corresponding pose x = 0 n − 1,n delta delta d d = = 0 0 n n − − 1 1 corresponding corresponding pose pose x x = = 0 0 n n − − 1,n delta d delta d = d = 0 = 0 n 0 n − n − 1 − 1 corresponding 1 corresponding pose corresponding pose x pose x = x = 0 = 0 n 0 n − n − 1,0,0,,
SSD as the underlying skinning,own_claim,ssd underlying skinning,ssd underlying underlying skinning,ssd underlying skinning,0,0,,
an explicit form of basic skinning can help to simplify our task of explanation,own_claim,explicit form basic skinning help simplify task explanation,explicit form form basic basic skinning skinning help help simplify simplify task task explanation,explicit form basic form basic skinning basic skinning help skinning help simplify help simplify task simplify task explanation,0,0,can,
"in the rest pose, we didn’t generate any movement for v",data,rest pose generate movement v,rest pose pose generate generate movement movement v,rest pose generate pose generate movement generate movement v,0,0,,n’t
"d 1 = [d 1x , d 1y ] = [0, 0]",own_claim,d 1 = d 1x d 1y = 0 0,d 1 1 = = d d 1x 1x d d 1y 1y = = 0 0 0,d 1 = 1 = d = d 1x d 1x d 1x d 1y d 1y = 1y = 0 = 0 0,0,0,,
by solving above equation,data,solving equation,solving equation,,0,0,,
i = j,data,= j,= j,,0,0,,
φ i −1 j = 1,own_claim,φ −1 j = 1,φ −1 −1 j j = = 1,φ −1 j −1 j = j = 1,0,0,,
"this angle α p is a constant and depends only on the value of delta in the second pose d 2 = [d 2x , d 2y ]",own_claim,angle α p constant depends value delta second pose d 2 = d 2x d 2y,angle α α p p constant constant depends depends value value delta delta second second pose pose d d 2 2 = = d d 2x 2x d d 2y,angle α p α p constant p constant depends constant depends value depends value delta value delta second delta second pose second pose d pose d 2 d 2 = 2 = d = d 2x d 2x d 2x d 2y,0,0,,
tan α p = d d x y = ω ω 1x 1y φ φ (x (x − − x x 1 1 ) ) + + ω ω 2y 2x φ φ (x (x − − x x 2 2 ) ) = φ φ 12 12 −1 −1 d d 2x 2y φ φ (x (x − − x x 1 1 ) ) + + d d 2x 2y φ φ (x (x − − x x 2 2 ) ) = d 2y d 2x,own_claim,tan α p = d d x y = ω ω 1x 1y φ φ x x − − x x 1 1 + + ω ω 2y 2x φ φ x x − − x x 2 2 = φ φ 12 12 −1 −1 d d 2x 2y φ φ x x − − x x 1 1 + + d d 2x 2y φ φ x x − − x x 2 2 = d 2y d 2x,tan α α p p = = d d d d x x y y = = ω ω ω ω 1x 1x 1y 1y φ φ φ φ x x x x − − − − x x x x 1 1 1 1 + + + + ω ω ω ω 2y 2y 2x 2x φ φ φ φ x x x x − − − − x x x x 2 2 2 2 = = φ φ φ φ 12 12 12 12 −1 −1 −1 −1 d d d d 2x 2x 2y 2y φ φ φ φ x x x x − − − − x x x x 1 1 1 1 + + + + d d d d 2x 2x 2y 2y φ φ φ φ x x x x − − − − x x x x 2 2 2 2 = = d d 2y 2y d d 2x,tan α p α p = p = d = d d d d x d x y x y = y = ω = ω ω ω ω 1x ω 1x 1y 1x 1y φ 1y φ φ φ φ x φ x x x x − x − − − − x − x x x x 1 x 1 1 1 1 + 1 + + + + ω + ω ω ω ω 2y ω 2y 2x 2y 2x φ 2x φ φ φ φ x φ x x x x − x − − − − x − x x x x 2 x 2 2 2 2 = 2 = φ = φ φ φ φ 12 φ 12 12 12 12 −1 12 −1 −1 −1 −1 d −1 d d d d 2x d 2x 2y 2x 2y φ 2y φ φ φ φ x φ x x x x − x − − − − x − x x x x 1 x 1 1 1 1 + 1 + + + + d + d d d d 2x d 2x 2y 2x 2y φ 2y φ φ φ φ x φ x x x x − x − − − − x − x x x x 2 x 2 2 2 2 = 2 = d = d 2y d 2y d 2y d 2x,0,0,,
tan α p = d d x y,own_claim,tan α p = d d x y,tan α α p p = = d d d d x x y,tan α p α p = p = d = d d d d x d x y,0,0,,
The case described above is quite common in practice,own_claim,case described common practice,case described described common common practice,case described common described common practice,0,0,,
"animating shoulder, elbow, knee, hip-bone, neck",data,animating shoulder elbow knee hip bone neck,animating shoulder shoulder elbow elbow knee knee hip hip bone bone neck,animating shoulder elbow shoulder elbow knee elbow knee hip knee hip bone hip bone neck,0,0,,
All these parts would rotate from the rest pose with some angle to other poses,own_claim,parts rotate rest pose angle poses,parts rotate rotate rest rest pose pose angle angle poses,parts rotate rest rotate rest pose rest pose angle pose angle poses,0,0,would,
a unified framework in which no explicit inverse operation is necessitated,own_claim,unified framework explicit inverse operation necessitated,unified framework framework explicit explicit inverse inverse operation operation necessitated,unified framework explicit framework explicit inverse explicit inverse operation inverse operation necessitated,0,1,,
a basic skinning method supported by animation packages,data,basic skinning method supported animation packages,basic skinning skinning method method supported supported animation animation packages,basic skinning method skinning method supported method supported animation supported animation packages,0,0,,
v i t = v i + d i = SKINNING i (v r ) + d i,own_claim,v t = v + d = skinning v r + d,v t t = = v v + + d d = = skinning skinning v v r r + + d,v t = t = v = v + v + d + d = d = skinning = skinning v skinning v r v r + r + d,0,0,,
we need to replace SSD with SKINNING in the inverse skinning algorithm as such for equation 4,own_claim,need replace ssd skinning inverse skinning algorithm equation 4,need replace replace ssd ssd skinning skinning inverse inverse skinning skinning algorithm algorithm equation equation 4,need replace ssd replace ssd skinning ssd skinning inverse skinning inverse skinning inverse skinning algorithm skinning algorithm equation algorithm equation 4,0,0,,
the more general case,data,general case,general case,,0,0,,
To find delta d i in the rest pose: v i = SKINNING i (v r ) + d i = SKINNING i (v r + d i ) we can setup a minimization problem to minimize the function,own_claim,find delta d rest pose v = skinning v r + d = skinning v r + d setup minimization problem minimize function,find delta delta d d rest rest pose pose v v = = skinning skinning v v r r + + d d = = skinning skinning v v r r + + d d setup setup minimization minimization problem problem minimize minimize function,find delta d delta d rest d rest pose rest pose v pose v = v = skinning = skinning v skinning v r v r + r + d + d = d = skinning = skinning v skinning v r v r + r + d + d setup d setup minimization setup minimization problem minimization problem minimize problem minimize function,0,0,can,
This function can be given to Powell’s method to find d i at the minimum of f (d ),own_claim,function given powell method find d minimum f d,function given given powell powell method method find find d d minimum minimum f f d,function given powell given powell method powell method find method find d find d minimum d minimum f minimum f d,0,0,can,
"For each example pose P i , we have a d i",data,example pose p d,example pose pose p p d,example pose p pose p d,0,0,,
we can apply radial basis function to d i (i = 0 . . . n − 1) in pose space to obtain ω i (i = 0 . . . n − 1),own_claim,apply radial basis function d = 0 n − 1 pose space obtain ω = 0 n − 1,apply radial radial basis basis function function d d = = 0 0 n n − − 1 1 pose pose space space obtain obtain ω ω = = 0 0 n n − − 1,apply radial basis radial basis function basis function d function d = d = 0 = 0 n 0 n − n − 1 − 1 pose 1 pose space pose space obtain space obtain ω obtain ω = ω = 0 = 0 n 0 n − n − 1,0,0,can,
Minimizing the function f (d ) in a particular direction is actually minimization problem of one variable,own_claim,minimizing function f d particular direction actually minimization problem variable,minimizing function function f f d d particular particular direction direction actually actually minimization minimization problem problem variable,minimizing function f function f d f d particular d particular direction particular direction actually direction actually minimization actually minimization problem minimization problem variable,0,0,,
Powell’s idea is trying to find each minimum of function f (d ) in different direction until f (d ) stops decreasing,background_claim,powell idea trying find minimum function f d different direction f d stops decreasing,powell idea idea trying trying find find minimum minimum function function f f d d different different direction direction f f d d stops stops decreasing,powell idea trying idea trying find trying find minimum find minimum function minimum function f function f d f d different d different direction different direction f direction f d f d stops d stops decreasing,0,0,,
How to choose the next direction is the main concern of Powell’s method,background_claim,choose direction main concern powell method,choose direction direction main main concern concern powell powell method,choose direction main direction main concern main concern powell concern powell method,0,0,,
"In Maya, “tweaking” is a procedure adding delta values to original surface vertices before any deformations",background_claim,maya tweaking procedure adding delta values original surface vertices deformations,maya tweaking tweaking procedure procedure adding adding delta delta values values original original surface surface vertices vertices deformations,maya tweaking procedure tweaking procedure adding procedure adding delta adding delta values delta values original values original surface original surface vertices surface vertices deformations,0,0,,
It is actu- ally Maya’s form of rest-pose editing for their built-in deformation operators,background_claim,actu- ally maya form rest pose editing built deformation operators,actu- ally ally maya maya form form rest rest pose pose editing editing built built deformation deformation operators,actu- ally maya ally maya form maya form rest form rest pose rest pose editing pose editing built editing built deformation built deformation operators,0,0,,
the whole system is divided into two phases,own_claim,system divided phases,system divided divided phases,system divided phases,0,0,,
Figure 6,data,figure 6,figure 6,,0,0,,
The first phase is to find each delta in the rest pose corresponding to each example pose,own_claim,phase find delta rest pose corresponding example pose,phase find find delta delta rest rest pose pose corresponding corresponding example example pose,phase find delta find delta rest delta rest pose rest pose corresponding pose corresponding example corresponding example pose,0,0,,
the second phase that is a linear system performing RBF interpolation to obtain the PSD weights,own_claim,second phase linear system performing rbf interpolation obtain psd weights,second phase phase linear linear system system performing performing rbf rbf interpolation interpolation obtain obtain psd psd weights,second phase linear phase linear system linear system performing system performing rbf performing rbf interpolation rbf interpolation obtain interpolation obtain psd obtain psd weights,0,0,,
only minimal code changed are required,own_claim,minimal code changed required,minimal code code changed changed required,minimal code changed code changed required,0,0,,
The final synthesis is then v x = SKINNING(v r + d x ) + w x where w x is interpolated after SKINNING by applying the same RBF scheme as used for d x,own_claim,final synthesis v x = skinning(v r + d x + w x w x interpolated skinning applying rbf scheme d x,final synthesis synthesis v v x x = = skinning(v skinning(v r r + + d d x x + + w w x x w w x x interpolated interpolated skinning skinning applying applying rbf rbf scheme scheme d d x,final synthesis v synthesis v x v x = x = skinning(v = skinning(v r skinning(v r + r + d + d x d x + x + w + w x w x w x w x w x interpolated x interpolated skinning interpolated skinning applying skinning applying rbf applying rbf scheme rbf scheme d scheme d x,0,0,,
the SSD transform is nearsingular,data,ssd transform nearsingular,ssd transform transform nearsingular,ssd transform nearsingular,0,0,,
"the solved d i can be much large than other d k , which can result in poorly posed interpolation",own_claim,solved d large d k result poorly posed interpolation,solved d d large large d d k k result result poorly poorly posed posed interpolation,solved d large d large d large d k d k result k result poorly result poorly posed poorly posed interpolation,0,0,can can,
the synthesis is potentially realtime,own_claim,synthesis potentially realtime,synthesis potentially potentially realtime,synthesis potentially realtime,0,0,,
no extra computing is involved in this process,own_claim,extra computing involved process,extra computing computing involved involved process,extra computing involved computing involved process,0,1,,
the linear system is solved,data,linear system solved,linear system system solved,linear system solved,0,0,,
only one joint rotation and two example poses are considered,data,joint rotation example poses considered,joint rotation rotation example example poses poses considered,joint rotation example rotation example poses example poses considered,0,0,,
A nice review of SSD is given,background_claim,nice review ssd given,nice review review ssd ssd given,nice review ssd review ssd given,0,0,,
1,data,1,,,0,0,,
resculpting models,data,resculpting models,resculpting models,,0,0,,
re-rigging skeletons,data,rigging skeletons,rigging skeletons,,0,0,,
